HostCorrectedName	ParasiteCorrectedName	LocationName	Citation
Tamias striatus	Megabothris acerbus	Dickinson County, approx. 13km east of Sagola, Michigan	Scharf & Lederle, 1998
Tamias striatus	Ctenophthalmus pseudagyrtes	Dickinson County, approx. 13km east of Sagola, Michigan	Scharf & Lederle, 1998
Tamias striatus	Tamiophila grandis	Dickinson County, approx. 13km east of Sagola, Michigan	Scharf & Lederle, 1998
Tamias striatus	Borrelia burgdorferi	Dutchess County, NY	Giardina et al., 2000
Tamias striatus	Capillaria tamiasstriati	Adrian, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Citellinema bifurcatum	Adrian, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Rictularia halli	Adrian, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Strongyloides robustus	Adrian, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Capillaria tamiasstriati	Cowansville, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Citellinema bifurcatum	Cowansville, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Rictularia halli	Cowansville, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Strongyloides robustus	Cowansville, Armstrong County, Pennsylvania	Ehman, 2001
Tamias striatus	Taenia crassiceps	NORTH AMERICA	Brojer et al., 2002
Tamias striatus	Borrelia burgdorferi	Not reported	Schmidt et al., 1999
Tamias striatus	Ixodes scapularis	Not reported	Schmidt et al., 1999
Tamias striatus	Borrelia burgdorferi	East Lyme, Connecticut	Anderson et al., 1985
Tamias striatus	Eimeria vilasi	Wisconsin	Seville & Patrick, 2001
Tamias striatus	Eimeria lateralis	Wisconsin	Seville & Patrick, 2001
Tamias striatus	Eimeria vilasi	Massachusetts	Seville & Patrick, 2001
Tamias striatus	Eimeria lateralis	Massachusetts	Seville & Patrick, 2001
Tamias striatus	Eimeria ovata	Massachusetts	Seville & Patrick, 2001
Tamias striatus	Eimeria tamiensis	Armstrong County, Pennsylvania	Seville & Patrick, 2001
Tamias striatus	Eimeria lateralis	Armstrong County, Pennsylvania	Seville & Patrick, 2001
Tamias striatus	Eimeria ovata	Armstrong County, Pennsylvania	Seville & Patrick, 2001
Tamias striatus	Eimeria vilasi	Armstrong County, Pennsylvania	Seville & Patrick, 2001
Tamias striatus	Eimeria lateralis	Massachusetts	Seville & Patrick, 2001
Tamias striatus	Eimeria lateralis	Wisconsin	Seville & Patrick, 2001
Tamias striatus	Eimeria ovata	Massachusetts	Seville & Patrick, 2001
Tamias striatus	Eimeria vilasi	Massachusetts	Seville & Patrick, 2001
Tamias striatus	Eimeria vilasi	Wisconsin	Seville & Patrick, 2001
Tamias striatus	Hoplopleura erratica	NORTH AMERICA	Jameson, Jr. 1999
Tamias striatus	Megabothris acerbus	NORTH AMERICA	Jameson, Jr. 1999
Tamias striatus	Tamiophila grandis	NORTH AMERICA	Jameson, Jr. 1999
Tamias striatus	Amblyomma americanum	Piney Campground, Land Between the Lakes, Tennessee	Zimmerman et al., 1988
Tamias striatus	Dermacentor variabilis	Piney Campground, Land Between the Lakes, Tennessee	Zimmerman et al., 1988
Tamias striatus	Orthobunyavirus sp.	Not reported	Walker & Edman, 1985
Tamias striatus	Ochlerotatus triseriatus	Not reported	Walker & Edman, 1986
Tamias striatus	Ixodes scapularis	Naval Weapons Station, Earle, Monmouth County, New Jersey	Schulze et al., 1986
Tamias striatus	Amblyomma americanum	Naval Weapons Station, Earle, Monmouth County, New Jersey	Schulze et al., 1986
Tamias striatus	Amblyomma americanum	New Jersey	Schulze et al., 1986
Tamias striatus	Strongyloides robustus	Pennsylvania	Bartlett, 1995
Tamias striatus	Cryptosporidium parvum	Louis Calder Center of Fordham University, Biological Field station, Westchester County in Armonk	Perz & Le Blancq, 2001
Tamias striatus	Ixodes scapularis	Dutchess County, New York	Shaw et al., 2003
Tamias striatus	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Tamias striatus	Eimeria ovata	Town of Boxford, Essex County, Massachusetts	Wilber et al., 1998
Tamias striatus	Eimeria vilasi	Trout Lake, Vilas County, Wisconsin	Wilber et al., 1998
Tamias striatus	Eimeria lateralis	Not reported	Wilber et al., 1998
Tamias striatus	Ixodes scapularis	Not reported	Magnarelli et al., 1986
Tamias striatus	Hantavirus sp.	Rhode Island	Husband et al., 1996
Tamias striatus	Cediopsylla simplex	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Ctenocephalides canis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Ctenocephalides felis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Pulex irritans	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Chaetopsylla lotoris	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Conorhinopsylla stanfordi	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Corrodopsylla curvata	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Ctenophthalmus pseudagyrtes	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Epitedia wenmanni	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Tamiophila grandis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Megabothris acerbus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Megabothris asio	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Megabothris sp.	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Oropsylla bruneri 	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Orchopeas howardii	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Orchopeas leucopus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Oropsylla arctomys	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Tamias striatus	Lyssavirus sp.	Alabama	Fishbein et al., 1986
Tamias striatus	Ochlerotatus triseriatus	Illinois	Cully, Jr. et al., 1991a
Tamias striatus	Megabothris acerbus	South Manitou Island, Lake Michigan	Scharf, 1991
Tamias striatus	Megabothris acerbus	North Manitou Island, Lake Michigan	Scharf, 1991
Tamias striatus	Megabothris acerbus	Beaver Island, Lake Michigan	Scharf, 1991
Tamias striatus	Megabothris acerbus	Garden Island, Lake Michigan	Scharf, 1991
Tamias striatus	Tamiophila grandis	South Manitou Island, Lake Michigan	Scharf, 1991
Tamias striatus	Hoplopleura erratica	Shelby County, Tennessee	Durden et al., 1997
Tamias striatus	Escherichia coli	100 km radius around Guelph, Ontario	Allen et al., 2011b
Tamias striatus	Megabothris acerbus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin & Sewell, 1977
Tamias striatus	Babesia microti	Connecticut	Anderson et al., 1979
Tamias striatus	La Crosse virus	Iowa	Amundson & Yuill 1981
Tamias striatus	La Crosse virus	Iowa	Amundson & Yuill 1981
Tamias striatus	La Crosse virus	Lafayette County, Wisconsin	Amundson & Yuill 1981
Tamias striatus	Borrelia burgdorferi	East Haddam, Connecticut	Anderson et al., 1983
Tamias striatus	Ixodes scapularis	East Haddam, Connecticut	Anderson et al., 1983
Tamias striatus	La Crosse virus	Massachusetts	Armstrong & Andreadis, 2006
Tamias striatus	La Crosse virus	Zumbra Ridge, Carver County	Balfour et al., 1976
Tamias striatus	Cuterebra emasculator	Algonquin Park, Ontario	Bennett 1972a
Tamias striatus	Cuterebra emasculator	Algonquin Park, Ontario	Bennett 1973
Tamias striatus	La Crosse virus	Gambier, Knox County, Ohio	Berry et al 1975
Tamias striatus	Flavivirus sp.	Western, central and eastern Iowa	Blitvich et al 2009
Tamias striatus	Borrelia burgdorferi	Regions of Quebec	Bouchard et al 2011
Tamias striatus	Ixodes scapularis	Regions of Quebec	Bouchard et al 2011
Tamias striatus	Ixodes scapularis	Institute of Ecosystem Studies in Millbrook, New York	Brisson&Dykhuizen 2004
Tamias striatus	Borrelia burgdorferi	Institute of Ecosystem Studies in Millbrook, New York	Brisson&Dykhuizen 2004
Tamias striatus	Borrelia burgdorferi	Not reported	Brunner et al 2008
Tamias striatus	Ixodes scapularis	Institute of Ecosystem Studies in Millbrook, New York	Brunner&OStfeld 2008
Tamias striatus	Dermacentor variabilis	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Tamias striatus	Dermacentor variabilis	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Tamias striatus	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Tamias striatus	Rickettsia rickettsii	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Tamias striatus	Francisella tularensis	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Tamias striatus	Rickettsia typhi	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Tamias striatus	Rickettsia prowazekii	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Tamias striatus	Rickettsia canadensis	Piney Campground, Land Between the Lakes, Tennessee	Burgdorfer et al 1974
Tamias striatus	Dermacentor variabilis	Southwestern Nova Scotia	Campbell & MacKay 1979
Tamias striatus	Cuterebra emasculator	Sutton Mountains, Quebec	Careau et al 2012
Tamias striatus	Cuterebra emasculator	Sutton Mountains, Quebec	Careau et al 2010
Tamias striatus	Cuterebra emasculator	Sutton Mountains, Quebec	Careau et al 2010
Tamias striatus	Cuterebra emasculator	Sutton Mountains, Quebec	Careau et al 2010
Tamias striatus	Cuterebra emasculator	Sutton Mountains, Quebec	Careau et al 2010
Tamias striatus	Cuterebra emasculator	Sutton Mountains, Quebec	Careau et al 2010
Tamias striatus	Ctenophthalmus pseudagyrtes	Tishomingo State Park, Tishomingo County, Missippi	Clark&Durden 2002
Tamias striatus	Androlaelaps fahrenholzi	Tishomingo State Park, Tishomingo County, Missippi	Clark&Durden 2002
Tamias striatus	Dermacentor variabilis	Tishomingo State Park, Tishomingo County, Missippi	Clark&Durden 2002
Tamias striatus	Amblyomma maculatum	Tishomingo State Park, Tishomingo County, Missippi	Clark&Durden 2002
Tamias striatus	Cuterebra fontinella	Tishomingo State Park, Tishomingo County, Missippi	Clark&Durden 2002
Tamias striatus	Ixodes scapularis	Tishomingo State Park, Tishomingo County, Missippi	Clark&Durden 2002
Tamias striatus	Hoplopleura erratica	Wayne County, West Virginia	Dansby & Shoemaker 1971
Tamias townsendii	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Tamias townsendii	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Tamias umbrinus	Coltivirus sp.	Rocky Mountain National Park, Colorado	McLean et al., 1989
Tamias umbrinus	Anaplasma phagocytophilum	Glen Haven	DeNatale et al., 2002
Tamias umbrinus	Borrelia bissettii	Glen Haven	DeNatale et al., 2002
Tamias umbrinus	Cuterebra fontinella	Roosevelt National Forest	Bergstrom 1992
Tamiasciurus douglasii	Haemogamasus reidi	Oregon	Whitaker, Jr. & Maser, 1985
Tamiasciurus douglasii	Eulaelaps stabularis	Oregon	Whitaker, Jr. & Maser, 1985
Tamiasciurus douglasii	Euryparasitus sp.	Oregon	Whitaker, Jr. & Maser, 1985
Tamiasciurus douglasii	Dermacarus tamiasciuri	Oregon	Whitaker, Jr. & Maser, 1985
Tamiasciurus douglasii	Glycyphagus hypudaei	Oregon	Whitaker, Jr. & Maser, 1985
Tamiasciurus douglasii	Eulaelaps stabularis	Oregon	Whitaker, Jr. & Maser, 1985
Tamiasciurus douglasii	Haemogamasus reidi	Oregon	Whitaker, Jr. & Maser, 1985
Tamiasciurus douglasii	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamiasciurus douglasii	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamiasciurus douglasii	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamiasciurus douglasii	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamiasciurus douglasii	Hantavirus sp.	Mammoth Lakes, California	Turell et al., 1995
Tamiasciurus douglasii	Orchopeas nepos	CANADA	Eads et al., 1985
Tamiasciurus douglasii	Orchopeas nepos	Washington	Eads et al., 1985
Tamiasciurus douglasii	Orchopeas nepos	Sierra Nevada of California	Eads et al., 1985
Tamiasciurus douglasii	Orchopeas nepos	Oregon	Eads et al., 1985
Tamiasciurus hudsonicus	Ctenophthalmus pseudagyrtes	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamiasciurus hudsonicus	Ceratophyllus vison	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamiasciurus hudsonicus	Opisodasys pseudarctomys	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamiasciurus hudsonicus	Orchopeas caedens	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamiasciurus hudsonicus	Orchopeas caedens	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamiasciurus hudsonicus	Ceratophyllus vison	Big Lake, Alaska	Haas et al., 1982
Tamiasciurus hudsonicus	Ceratophyllus vison	4,8km south of Delta Junction, Alaska	Haas et al., 1982
Tamiasciurus hudsonicus	Ceratophyllus vison	29km east of Bear Cove, Homer, Kenai Peninsula, Alaska	Haas et al., 1982
Tamiasciurus hudsonicus	Orchopeas caedens	4,8km south of Delta Junction, Alaska	Haas et al., 1982
Tamiasciurus hudsonicus	Orchopeas caedens	29km east of Bear Cove, Homer, Kenai Peninsula, Alaska	Haas et al., 1982
Tamiasciurus hudsonicus	Flavivirus sp.	Fort McMurray, Alberta	Zarnke & Yuill, 1985
Tamiasciurus hudsonicus	Staphylococcus sciuri	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Staphylococcus xylosus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Staphylococcus cohnii	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Staphylococcus lentus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Staphylococcus saprophyticus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Micrococcus luteus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Kocuria varians	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Micrococcus lylae	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Kocuria kristinae	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Kytococcus sedentarius	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamiasciurus hudsonicus	Eimeria tamiasciuri	Apache County, Arizona	Hill & Duszynski, 1986
Tamiasciurus hudsonicus	Eimeria toddi	Apache County, Arizona	Hill & Duszynski, 1986
Tamiasciurus hudsonicus	Eimeria tamiasciuri	Wisconsin	Hill & Duszynski, 1986
Tamiasciurus hudsonicus	Eimeria toddi	Wisconsin	Hill & Duszynski, 1986
Tamiasciurus hudsonicus	Ixodes scapularis	Wisconsin	Godsey, Jr. et al., 1987
Tamiasciurus hudsonicus	Orchopeas howardii	Ohio	Rockett & Johnston, 1988
Tamiasciurus hudsonicus	Hystrichopsylla dippiei	Itasca County, Minnesota	Scharf, 1991
Tamiasciurus hudsonicus	Strongyloides robustus	UNITED STATES	Patrick, 1991a
Tamiasciurus hudsonicus	Strongyloides robustus	Garrett County, Maryland	Patrick, 1991a
Tamiasciurus hudsonicus	Strongyloides robustus	Saskatchewan	Patrick, 1991a
Tamiasciurus hudsonicus	Strongyloides robustus	Indiana County, Pennsylvania	Patrick, 1991a
Tamiasciurus hudsonicus	Hoplopleura sciuricola	Great Smoky Mountains National Park, Tennessee	Durden et al., 1997
Tamiasciurus hudsonicus	Neohaematopinus semifasciatus	Sevier County, Tennessee	Durden et al., 1997
Tamiasciurus hudsonicus	Hoplopleura sciuricola	Tennessee	Durden et al., 1997
Tamiasciurus hudsonicus	Neohaematopinus semifasciatus	Tennessee	Durden et al., 1997
Tamiasciurus hudsonicus	Epitedia faceta	Carter County, Tennessee	Durden & Kollars, Jr., 1997
Tamiasciurus hudsonicus	Ceratophyllus vison	Robertson County, Tennessee	Durden & Kollars, Jr., 1997
Tamiasciurus hudsonicus	Epitedia faceta	Tennessee	Durden & Kollars, Jr., 1997
Tamiasciurus hudsonicus	Ceratophyllus vison	Tennessee	Durden & Kollars, Jr., 1997
Tamiasciurus hudsonicus	Ctenophthalmus pseudagyrtes	Iron County, 6km northwest of Channing, Michigan	Scharf & Lederle, 1998
Tamiasciurus hudsonicus	Epitedia wenmanni	Dickinson County, approx. 13km east of Sagola, Michigan	Scharf & Lederle, 1998
Tamiasciurus hudsonicus	Warrenius quadrivittati	New Mexico, Catron Co + Rio Arriba Co + Sandoval Co + San Juan + Taos Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Enterobius sciuri	New Mexico	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Hymenolepis sp.	New Mexico, Sandoval Co + Taos Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Eimeria tamiasciuri	New Mexico, Catron Co + Rio Arriba Co + Sandoval Co + San Juan 	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Ceratophyllus vison	New Mexico, Catron Co + Taos Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Eumolpianus eumolpi	New Mexico	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Opisodasys robustus	New Mexico, Catron Co + Taos Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Orchopeas caedens	New Mexico, Catron Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Orchopeas leucopus	New Mexico, Sandoval Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Orchopeas neotomae	New Mexico, Sandoval Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Oropsylla idahoensis	New Mexico, Catron Co	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Eimeria tamiasciuri	Arizona	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Eimeria tamiasciuri	Wisconsin	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Eimeria tamiasciuri	Ontario	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Eimeria tamiasciuri	Arizona	Patrick & Wilson, 1995
Tamiasciurus hudsonicus	Strongyloides robustus	NORTH AMERICA	Bartlett, 1995
Tamiasciurus hudsonicus	Strongyloides robustus	Cape Breton Island, Nova Scotia	Bartlett, 1995
Tamiasciurus hudsonicus	Strongyloides robustus	Michigan	Bartlett, 1995
Tamiasciurus hudsonicus	Strongyloides robustus	Saskatchewan	Bartlett, 1995
